School Name,City,State,Postcode,Type,Sector,Status,ACARA ID,DEEWR ID
Caniaba Public School,LISMORE,NSW,2480,Primary,Government,Open,42168,9783
Caningeraba State School,BURLEIGH WATERS,QLD,4220,Primary,Government,Open,47376,14408
Canley Heights Public School,CANLEY HEIGHTS,NSW,2166,Primary,Government,Open,41443,8516
Canley Vale High School,CANLEY VALE,NSW,2166,Secondary,Government,Open,41583,6466
Canley Vale Public School,CANLEY VALE,NSW,2166,Primary,Government,Open,41375,8517
Cann River P-12 College,CANN RIVER,VIC,3890,Primary/Secondary,Government,Open,44670,6298
Canning College,BENTLEY,WA,6102,Secondary,Government,Open,40450,6725
Canning Vale College,CANNING VALE,WA,6155,Secondary,Government,Open,48254,17792
Canning Vale Education Support Centre,CANNING VALE,WA,6155,Primary,Government,Open,48841,17857
Canning Vale Primary School,CANNING VALE,WA,6155,Primary,Government,Open,48727,9883
Cannington Community College,CANNINGTON,WA,6107,Primary/Secondary,Government,Open,48251,24734
Cannington Community Education Support Centre,CANNINGTON,WA,6107,Secondary,Government,Open,48835,15160
Cannon Hill Anglican College,MORNINGSIDE,QLD,4170,Primary/Secondary,Non-Government,Open,48089,15328
Cannon Hill State School,CANNON HILL,QLD,4170,Primary,Government,Open,47152,11364
Cannonvale State School,CANNONVALE,QLD,4802,Primary,Government,Open,46799,12953
Canobolas Public School,ORANGE,NSW,2800,Primary,Government,Open,42954,11004
Canobolas Rural Technology High School,ORANGE,NSW,2800,Secondary,Government,Open,43116,6343
Canossa Primary School,TREBONNE,QLD,4850,Primary,Non-Government,Open,47816,2189
Canowindra High School,CANOWINDRA,NSW,2804,Secondary,Government,Open,43123,11018
Canowindra Public School,CANOWINDRA,NSW,2804,Primary,Government,Open,43095,11019
Canteen Creek School,AHERRENGE,NT,872,Primary/Secondary,Government,Open,50084,16532
Canterbury Boys High School,CANTERBURY,NSW,2193,Secondary,Government,Open,41147,6392
Canterbury College,WATERFORD,QLD,4133,Primary/Secondary,Non-Government,Open,47995,15327
Canterbury Girls High School,CANTERBURY,NSW,2193,Secondary,Government,Open,41187,6393
Canterbury Girls Secondary College,CANTERBURY,VIC,3126,Secondary,Government,Open,45366,8379
Canterbury Primary School,CANTERBURY,VIC,3126,Primary,Government,Open,44620,4737
Canterbury Public School,CANTERBURY,NSW,2193,Primary,Government,Open,41002,8561
Canterbury South Public School,CANTERBURY,NSW,2193,Primary,Government,Open,41116,8562
Canterbury Vale School,LAKEMBA,NSW,2195,Primary/Secondary,Government,Open,41550,23770
Canungra State School,CANUNGRA,QLD,4275,Primary,Government,Open,46784,11632
Capalaba State College,CAPALABA,QLD,4157,Primary/Secondary,Government,Open,47632,25103
Cape Barren Island School,-,-,-,Primary/Secondary,Government,Open,40254,17405
Cape Barren Island School,CAPE BARREN ISLAND,TAS,7257,Primary/Secondary,Government,Open,40254,17405
Cape Barren Island School,CAPE BARREN ISLAND,TAS,7257,Primary/Secondary,Government,Open,40254,17405
Cape Barren Island School,CAPE BARREN ISLAND,TAS,7257,Primary/Secondary,Government,Open,40254,17405
Cape Byron Rudolf Steiner School,EWINGSDALE,NSW,2481,Primary/Secondary,Non-Government,Open,43779,6751
Cape Clear Primary School,CAPE CLEAR,VIC,3351,Primary,Government,Open,44293,10133
Cape Naturaliste College,VASSE,WA,6280,Secondary,Government,Open,48257,24737
Capel Primary School,CAPEL,WA,6271,Primary,Government,Open,48320,12493
Capella State High School,CAPELLA,QLD,4723,Secondary,Government,Open,47559,14450
Capella State School,CAPELLA,QLD,4723,Primary,Government,Open,46689,12863
Capertee Public School,CAPERTEE,NSW,2846,Primary,Government,Open,42955,11069
Capricornia (Emerald Campus) School of Distance Education,EMERALD,QLD,4720,Primary/Secondary,Government,Open,47628,17406
Captains Flat Public School,CAPTAINS FLAT,NSW,2623,Primary,Government,Open,42748,10414
Caragabal Public School,CARAGABAL,NSW,2810,Primary,Government,Open,42956,11025
Caralee Community School,WILLAGEE,WA,6156,Primary,Government,Open,48770,22830
Caravonica State School,CARAVONICA,QLD,4878,Primary,Government,Open,46949,13107
Carbrook State School,CARBROOK,QLD,4130,Primary,Government,Open,46602,11323
Carcoar Public School,CARCOAR,NSW,2791,Primary,Government,Open,42957,10966
Carcoola Primary School,NORTH PINJARRA,WA,6208,Primary,Government,Open,48587,12422
Cardiff High School,CARDIFF,NSW,2285,Secondary,Government,Open,42136,8999
Cardiff North Public School,CARDIFF,NSW,2285,Primary,Government,Open,42073,9002
Cardiff Public School,CARDIFF,NSW,2285,Primary,Government,Open,41872,9003
Cardiff South Public School,CARDIFF SOUTH,NSW,2285,Primary,Government,Open,41998,9005
Cardijn College,NOARLUNGA DOWNS,SA,5168,Secondary,Non-Government,Open,49688,4041
Cardinia Primary School,CARDINIA,VIC,3978,Primary,Government,Open,44640,5151
Cardross Primary School,CARDROSS,VIC,3496,Primary,Government,Open,44731,10904
Cardwell State School,CARDWELL,QLD,4849,Primary,Government,Open,46502,13032
Career Enterprise Centre,MANDURAH,WA,6210,Secondary,Government,Open,40703,17672
Carenne School,BATHURST,NSW,2795,Primary/Secondary,Government,Open,43092,16200
Carey Baptist College,HARRISDALE,WA,6112,Primary/Secondary,Non-Government,Open,49115,15683
Carey Baptist Grammar School,KEW,VIC,3101,Primary/Secondary,Non-Government,Open,46186,758
Carey Park Primary School,CAREY PARK,WA,6230,Primary,Government,Open,48321,12447
Cargo Public School,CARGO,NSW,2800,Primary,Government,Open,42958,11005
Carina State School,CARINA,QLD,4152,Primary,Government,Open,47183,11331
Carinda Public School,CARINDA,NSW,2831,Primary,Government,Open,42959,11046
Carine Primary School,CARINE,WA,6020,Primary,Government,Open,48629,8942
Carine Senior High School,CARINE,WA,6020,Secondary,Government,Open,48160,8943
Caringbah High School,CARINGBAH,NSW,2229,Secondary,Government,Open,41159,8650
Caringbah North Public School,CARINGBAH,NSW,2229,Primary,Government,Open,41082,5899
Caringbah Public School,CARINGBAH,NSW,2229,Primary,Government,Open,41003,8651
Carinity Education - Glendyne,NIKENBAH,QLD,4655,Primary/Secondary,Non-Government,Open,47967,17689
Carinity Education - Southside,SUNNYBANK,QLD,4109,Primary/Secondary,Non-Government,Open,47959,16708
Carinya Christian School,GUNNEDAH,NSW,2380,Primary,Non-Government,Open,43865,3321
Carinya Christian School,TAMWORTH,NSW,2340,Primary/Secondary,Non-Government,Open,43866,4263
Carinya School,MORTDALE,NSW,2223,Primary/Secondary,Government,Open,41127,16201
Carisbrook Primary School,CARISBROOK,VIC,3464,Primary,Government,Open,44183,10863
Caritas College,PORT AUGUSTA WEST,SA,5700,Primary/Secondary,Non-Government,Open,49780,351
Carlingford High School,CARLINGFORD,NSW,2118,Secondary,Government,Open,41341,7751
Carlingford Public School,CARLINGFORD,NSW,2118,Primary,Government,Open,41802,7752
Carlingford West Public School,CARLINGFORD,NSW,2118,Primary,Government,Open,41730,7753
Carlisle Adventist Christian College,BEACONSFIELD,QLD,4740,Primary/Secondary,Non-Government,Open,48023,2144
Carlisle Primary School,KEWDALE,WA,6105,Primary,Government,Open,48322,9848
Carlisle River Primary School,CARLISLE RIVER,VIC,3239,Primary,Government,Open,44611,9615
Carlton Gardens Primary School,CARLTON,VIC,3053,Primary,Government,Open,44485,22764
Carlton North Primary School,CARLTON NORTH,VIC,3054,Primary,Government,Open,44236,4617
Carlton Primary School,CARLTON,VIC,3053,Primary,Government,Open,44948,4490
Carlton Public School,BEXLEY,NSW,2207,Primary,Government,Open,41004,8594
Carlton School,PORT AUGUSTA,SA,5700,Primary/Secondary,Government,Open,49550,7503
Carlton South Public School,CARLTON,NSW,2218,Primary,Government,Open,41005,8629
Carmel Adventist College,CARMEL,WA,6076,Primary/Secondary,Non-Government,Open,49017,2269
Carmel Adventist College Primary,BICKLEY,WA,6076,Primary,Non-Government,Open,49016,63
Carmel College,THORNLANDS,QLD,4164,Secondary,Non-Government,Open,47924,13460
Carmel School,DIANELLA,WA,6059,Primary/Secondary,Non-Government,Open,49035,2085
Carmila State School,CARMILA,QLD,4739,Primary,Government,Open,47269,12954
Carnamah District High School,CARNAMAH,WA,6517,Primary/Secondary,Government,Open,48169,6703
Carnarvon Christian School,CARNARVON,WA,6701,Primary,Non-Government,Open,49108,14321
CARNARVON COMMUNITY COLLEGE,CARNARVON,WA,6701,Primary/Secondary,Government,Open,48124,6684
Carnarvon School Of The Air,CARNARVON,WA,6701,Primary,Government,Open,48794,12723
Carnegie Primary School,CARNEGIE,VIC,3163,Primary,Government,Open,44521,9061
Carole Park State School,CAROLE PARK,QLD,4300,Primary,Government,Open,47002,11662
Caroline Chisholm Catholic College - Sacred Heart Campus,BRAYBROOK,VIC,3019,Secondary,Non-Government,Open,40900,15901
Caroline Chisholm Catholic College - St John's Campus,BRAYBROOK,VIC,3019,Secondary,Non-Government,Open,46044,77296
Caroline Chisholm College,GLENMORE PARK,NSW,2745,Secondary,Non-Government,Open,43212,2198
Caroline Chisholm School,CHISHOLM,ACT,2905,Primary/Secondary,Government,Open,40328,6647
Caroline Chisholm School,PADSTOW,NSW,2211,Primary/Secondary,Government,Open,41542,16202
Caroline Chisholm School,CHISHOLM,ACT,2905,Primary/Secondary,Government,Open,50223,14388
Carool Public School,CAROOL,NSW,2486,Primary,Government,Open,42169,5504
Carramar Primary School,CARRAMAR,WA,6031,Primary,Government,Open,48759,18051
Carramar Public School,CARRAMAR,NSW,2163,Primary,Government,Open,41423,8152
Carranballac P-9 College,POINT COOK,VIC,3030,Primary/Secondary,Government,Open,45252,25632
Carraragarmungee Primary School,LONDRIGAN,VIC,3678,Primary,Government,Open,44344,11717
Carrathool Public School,CARRATHOOL,NSW,2711,Primary,Government,Open,42557,22736
Carrington Primary School,KNOXFIELD,VIC,3180,Primary,Government,Open,45216,9260
Carrington Public School,CARRINGTON,NSW,2294,Primary,Government,Open,41873,9108
Carroll College Broulee,BROULEE,NSW,2537,Secondary,Non-Government,Open,43151,14329
Carroll Public School,CARROLL,NSW,2340,Primary,Government,Open,42429,9344
Carrum Downs Secondary College,CARRUM DOWNS,VIC,3201,Secondary,Government,Open,45482,17818
Carrum Primary School,CARRUM,VIC,3197,Primary,Government,Open,44597,9426
Carson Street School,EAST VIC PARK,WA,6101,Primary,Government,Open,48804,15165
Cartwright Public School,CARTWRIGHT,NSW,2168,Primary,Government,Open,41479,8527
Carwatha College P-12,NOBLE PARK,VIC,3174,Primary/Secondary,Government,Open,45225,9232
Casa Mia Montessori Community School,BASSENDEAN,WA,6054,Primary,Non-Government,Open,49123,16607
Cascade Environmental Education Centre,CASCADE,NSW,2453,Primary/Secondary,Government,Open,40748,24080
Cascade Primary School,CASCADE,WA,6450,Primary,Government,Open,48604,12614
Casey Grammar School,CRANBOURNE EAST,VIC,3977,Primary/Secondary,Non-Government,Open,46326,15837
Casimir Catholic College,MARRICKVILLE,NSW,2204,Secondary,Non-Government,Open,43471,5271
Casino Christian School,NORTH CASINO,NSW,2470,Primary/Secondary,Non-Government,Open,43711,14562
Casino High School,CASINO,NSW,2470,Secondary,Government,Open,42378,9731
Casino Public School,CASINO,NSW,2470,Primary,Government,Open,42170,9732
Casino West Public School,CASINO,NSW,2470,Primary,Government,Open,42364,9733
Cassia Education Support Centre,SOUTH HEDLAND,WA,6722,Primary,Government,Open,48811,15166
Cassia Primary School,SOUTH HEDLAND,WA,6722,Primary,Government,Open,48658,12750
Cassilis Public School,CASSILIS,NSW,2329,Primary,Government,Open,41874,9312
Casterton Primary School,CASTERTON,VIC,3311,Primary,Government,Open,44407,9985
Casterton Secondary College,CASTERTON,VIC,3311,Secondary,Government,Open,45367,9984
Castle Cove Public School,CASTLE COVE,NSW,2069,Primary,Government,Open,41262,7624
Castle Hill High School,CASTLE HILL,NSW,2154,Secondary,Government,Open,41334,7864
Castle Hill Public School,CASTLE HILL,NSW,2154,Primary,Government,Open,41204,7865
Castlemaine North Primary School,CASTLEMAINE,VIC,3450,Primary,Government,Open,44404,10819
Castlemaine Primary School,CASTLEMAINE,VIC,3450,Primary,Government,Open,44047,10823
Castlemaine Secondary College,CASTLEMAINE,VIC,3450,Secondary,Government,Open,45561,6182
Castlemaine Steiner School,MUCKLEFORD,VIC,3451,Primary/Secondary,Non-Government,Open,46318,13552
Castlereagh Public School,CASTLEREAGH,NSW,2750,Primary,Government,Open,41702,10690
Castlereagh School,WILLETTON,WA,6155,Primary/Secondary,Government,Open,48807,15167
Castletown Primary School,ESPERANCE,WA,6450,Primary,Government,Open,48324,12615
Casuarina School,RIVERSTONE,NSW,2765,Primary/Secondary,Government,Open,41793,17880
Casuarina Senior College,ALAWA,NT,810,Secondary,Government,Open,40500,7968
Casuarina Steiner School,COFFS HARBOUR,NSW,2450,Primary/Secondary,Non-Government,Open,44009,5993
Casuarina Street Primary School,COSSACK,NT,850,Primary,Government,Open,50017,16543
Casula High School,CASULA,NSW,2170,Secondary,Government,Open,41592,6505
Casula Public School,CASULA,NSW,2170,Primary,Government,Open,41460,8533
Cathedral College,WANGARATTA,VIC,3677,Primary/Secondary,Non-Government,Open,46373,17939
Cathedral School,BATHURST,NSW,2795,Primary,Non-Government,Open,43556,2244
Catherine McAuley Catholic Primary School,ORANGE,NSW,2800,Primary,Non-Government,Open,43571,1998
"Catherine McAuley School, Craigmore",CRAIGMORE,SA,5114,Primary,Non-Government,Open,49686,14613
Catherine McAuley Westmead,WESTMEAD,NSW,2145,Secondary,Non-Government,Open,43213,1331
Catholic Agricultural College,BINDOON,WA,6502,Primary/Secondary,Non-Government,Open,48871,15658
Catholic College Bendigo - Coolock Campus,BENDIGO,VIC,3550,Secondary,Non-Government,Open,40412,4768
Catholic College Sale St Patrick's Campus,SALE,VIC,3850,Secondary,Non-Government,Open,45737,1202
"Catholic College, Wodonga",WODONGA,VIC,3690,Secondary,Non-Government,Open,46043,2196
Catholic Ladies' College Ltd,ELTHAM,VIC,3095,Secondary,Non-Government,Open,45726,14273
Catholic Regional College,SYDENHAM,VIC,3037,Secondary,Non-Government,Open,40406,3403
Catholic Regional College,ST ALBANS,VIC,3021,Secondary,Non-Government,Open,46035,2437
Catholic Regional College,MELTON,VIC,3337,Secondary,Non-Government,Open,46054,2495
Catholic Regional College Caroline Springs,CAROLINE SPRINGS,VIC,3023,Secondary,Non-Government,Open,46121,17811
"Catholic Regional College, Keilor North",KEILOR NORTH,VIC,3036,Secondary,Non-Government,Open,46064,3415
Cattai Public School,CATTAI,NSW,2756,Primary,Government,Open,41621,10738
Caulfield Grammar School,ST KILDA EAST,VIC,3183,Primary/Secondary,Non-Government,Open,46139,14217
Caulfield Junior College,CAULFIELD NORTH,VIC,3161,Primary,Government,Open,44658,9055
Caulfield Park Community School,CAULFIELD NORTH,VIC,3161,Secondary,Government,Open,45468,9268
Caulfield Primary School,CAULFIELD SOUTH,VIC,3162,Primary,Government,Open,45255,9058
Caulfield South Primary School,CAULFIELD SOUTH,VIC,3162,Primary,Government,Open,44740,9060
Cavendish Primary School,CAVENDISH,VIC,3314,Primary,Government,Open,44045,10694
Cavendish Road State High School,HOLLAND PARK,QLD,4121,Secondary,Government,Open,47425,11282
Caversham Primary School,WEST SWAN,WA,6055,Primary,Government,Open,48325,9098
Caves Beach Public School,CAVES BEACH,NSW,2281,Primary,Government,Open,42038,8958
Cawarral State School,CAWARRAL,QLD,4702,Primary,Government,Open,46501,12864
Cawdor Public School,CAMDEN,NSW,2570,Primary,Government,Open,41376,10222
Cecil Andrews Senior High School,ARMADALE,WA,6112,Secondary,Government,Open,48222,6660
Cecil Hills High School,CECIL HILLS,NSW,2171,Secondary,Government,Open,41578,14747
Cecil Hills Public School,CECIL HILLS,NSW,2171,Primary,Government,Open,41525,17592
Cecil Plains State School,CECIL PLAINS,QLD,4407,Primary/Secondary,Government,Open,46871,12055
Cedar College,NORTHGATE,SA,5085,Primary/Secondary,Non-Government,Open,49804,14586
Cedar Creek State School,CEDAR CREEK,QLD,4207,Primary,Government,Open,46520,11554
Cedars Christian College,FARMBOROUGH HEIGHTS,NSW,2526,Primary/Secondary,Non-Government,Open,43873,4066
Ceduna Area School,CEDUNA,SA,5690,Primary/Secondary,Government,Open,49421,6087
Centaur Public School,BANORA POINT,NSW,2486,Primary,Government,Open,42359,14671
Centenary Heights State High School,TOOWOOMBA,QLD,4350,Secondary,Government,Open,47504,11906
Centenary State High School,JINDALEE,QLD,4074,Secondary,Government,Open,47217,16447
Centennial Park School,RANDWICK,NSW,2031,Primary/Secondary,Government,Open,40706,17695
Central Coast Adventist School,ERINA,NSW,2250,Primary/Secondary,Non-Government,Open,43876,1338
Central Coast Grammar School,ERINA HEIGHTS,NSW,2260,Primary/Secondary,Non-Government,Open,43945,5346
Central Coast Rudolf Steiner School,FOUNTAINDALE,NSW,2258,Primary/Secondary,Non-Government,Open,43772,14041
Central Mangrove Public School,CENTRAL MANGROVE,NSW,2250,Primary,Government,Open,42016,8672
Central Midlands Senior High School,MOORA,WA,6510,Secondary,Government,Open,48155,6694
Central Queensland Christian College,ROCKHAMPTON NORTH,QLD,4701,Primary/Secondary,Non-Government,Open,48064,13967
Central Tilba Public School,CENTRAL TILBA,NSW,2546,Primary,Government,Open,42822,10176
Centralian Middle School,ALICE SPRINGS,NT,870,Secondary,Government,Open,50141,28955
Centralian Senior College,ALICE SPRINGS,NT,870,Secondary,Government,Open,40339,16545
Cerdon College,MERRYLANDS,NSW,2160,Secondary,Non-Government,Open,43215,1339
Ceres Primary School,CERES,VIC,3221,Primary,Government,Open,44325,9586
